"id","name","role","gender","groupName","price","url","thumbnailUrl","color1","color2","color3","colorSource"
"1613543618","1920s Black Tied Shawl","top","unclassified","Style Abby","7","https://www.roblox.com/catalog/1613543618","https://tr.rbxcdn.com/180DAY-aa66ce12800976a93be837799cee4fba/420/420/Shirt/Png/noFilter","#494947","#83827F","#282827","self"
"11159851836","SA | 60's Gabardine Slacks (Tan)","bottom","unclassified","Style Abby","7","https://www.roblox.com/catalog/11159851836","https://tr.rbxcdn.com/180DAY-a5324ac7127ff4936bb475499d615625/420/420/Pants/Png/noFilter","#6F6153","#858380","#E8E7E2","self"
"7018999981","SA │ 60's Lil' Jeans (White)","bottom","unclassified","Style Abby","7","https://www.roblox.com/catalog/7018999981","https://tr.rbxcdn.com/180DAY-f908a04e5ac4b45692882ed2d658bfd0/420/420/Pants/Png/noFilter","#29324A","#838381","#E8E7E2","self"
"7018997086","SA │ 60's Gingham Button Up (Red)","top","unclassified","Style Abby","7","https://www.roblox.com/catalog/7018997086","https://tr.rbxcdn.com/180DAY-5686d232d98d24e564b8e886acd40739/420/420/Shirt/Png/noFilter","#62221F","#87817E","#863A36","self"
"7018997683","SA │ 60's Polka Dot Button Up (Red)","top","unclassified","Style Abby","7","https://www.roblox.com/catalog/7018997683","https://tr.rbxcdn.com/180DAY-098263907149751c7c7daaa60ccea4ff/420/420/Shirt/Png/noFilter","#81322E","#89807D","#B64B46","self"
"3925616306","1900s Deep Blue Striped Day Coat [T]","top","unclassified","Style Abby","7","https://www.roblox.com/catalog/3925616306","https://tr.rbxcdn.com/180DAY-5af622b5aa63d23757ff8657b47bc85d/420/420/Shirt/Png/noFilter","#1B1D23","#838281","#494A4E","self"
"82586187001763","SA | 50's Princess Coat (Creme)","bottom","unclassified","Style Abby","7","https://www.roblox.com/catalog/82586187001763",,,,,"pair-top"
"6485823294","1910s Navy Dressing Robe [T]","top","unclassified","Style Abby","7","https://www.roblox.com/catalog/6485823294","https://tr.rbxcdn.com/180DAY-f9d1db0f2b114de764aa852c524b8049/420/420/Shirt/Png/noFilter","#2B3347","#838280","#1C1C1D","self"
"858291721","1960's Black Fleece Coat","bottom","unclassified","Style Abby","11","https://www.roblox.com/catalog/858291721","https://tr.rbxcdn.com/180DAY-119576a4c70c590679460362e2e2b6be/420/420/Pants/Png/noFilter","#1C1C1C","#868583","#4B4B4A","self"
"6485822215","1910s Navy Dressing Robe [B]","bottom","unclassified","Style Abby","7","https://www.roblox.com/catalog/6485822215",,,,,"pair-top"
"81192355291694","SA | 10's Clerical Coat","bottom","unclassified","Style Abby","7","https://www.roblox.com/catalog/81192355291694","https://tr.rbxcdn.com/180DAY-abbfde1851e7b6aabfdc1ef9e2473aec/420/420/Pants/Png/noFilter","#1F1F1F","#848481","#EAE9E4","self"
"7014566056","SA │ 60's Sweetheart Fur Dress (Hot Pink)","bottom","unclassified","Style Abby","7","https://www.roblox.com/catalog/7014566056","https://tr.rbxcdn.com/180DAY-dfddfe5405da3a0762bcaf618670536e/420/420/Pants/Png/noFilter","#A74E62","#8E8482","#EBE9E3","self"
"96157067437068","SA | 20's The Yachtsman Suit","bottom","unclassified","Style Abby","7","https://www.roblox.com/catalog/96157067437068",,,,,"pair-top"
"3925643372","1900s Deep Blue Striped Day Coat [B]","bottom","unclassified","Style Abby","7","https://www.roblox.com/catalog/3925643372",,,,,"pair-top"
"7014599448","SA │ 60's Sunny Gal Dress (Yellow)","bottom","unclassified","Style Abby","7","https://www.roblox.com/catalog/7014599448","https://tr.rbxcdn.com/180DAY-941a76db5d267277ec5f799f1fb01866/420/420/Pants/Png/noFilter","#B39964","#858481","#EAE9E2","self"
"102444379876320","SA | 10's Evening Coat Sleeves","top","unclassified","Style Abby","7","https://www.roblox.com/catalog/102444379876320","https://tr.rbxcdn.com/180DAY-c9369212dae18175eabdeab6c3f87b79/420/420/Shirt/Png/noFilter","#222222","#83827F","#585856","self"
"1475965477","1960s B&W Flower Dress [T]","top","unclassified","Style Abby","10","https://www.roblox.com/catalog/1475965477","https://tr.rbxcdn.com/180DAY-3ef491f12acf6a7da4bee30751e2fd74/420/420/Shirt/Png/noFilter","#374441","#808280","#5D6462","self"
