"groupId","groupName","outfitKey","topId","topName","topPrice","bottomId","bottomName","bottomPrice","priceTotal","topUrl","bottomUrl"
"15843731","Beneventi's","vito","86448485683358","[B] Vito, Upper","10","88518137801441","[B] Vito, Lower","7","17","https://www.roblox.com/catalog/86448485683358","https://www.roblox.com/catalog/88518137801441"
"15843731","Beneventi's","vito","86448485683358","[B] Vito, Upper","10","13557946313","[Emporio Armani] Vito, Lower","7","17","https://www.roblox.com/catalog/86448485683358","https://www.roblox.com/catalog/13557946313"
"15843731","Beneventi's","vito","13557947369","[Emporio Armani] Vito, Upper","7","88518137801441","[B] Vito, Lower","7","14","https://www.roblox.com/catalog/13557947369","https://www.roblox.com/catalog/88518137801441"
"15843731","Beneventi's","vito","13557947369","[Emporio Armani] Vito, Upper","7","13557946313","[Emporio Armani] Vito, Lower","7","14","https://www.roblox.com/catalog/13557947369","https://www.roblox.com/catalog/13557946313"
"15843731","Beneventi's","the enforcer","17035760671","[EA7] The Enforcer, Upper","7","17035775039","[EA7] The Enforcer, Lower","7","14","https://www.roblox.com/catalog/17035760671","https://www.roblox.com/catalog/17035775039"
"15843731","Beneventi's","pacino","17614093981","[Emporio Armani] Pacino, Upper","10","17614097917","[Emporio Armani] Pacino, Lower","7","17","https://www.roblox.com/catalog/17614093981","https://www.roblox.com/catalog/17614097917"
"15843731","Beneventi's","paulie","118275459054595","[B] Paulie, Upper","10","136720388869866","[B] Paulie, Lower","7","17","https://www.roblox.com/catalog/118275459054595","https://www.roblox.com/catalog/136720388869866"
"15843731","Beneventi's","risky business","123793496627229","[B] Risky Business, Upper","10","89458558030916","[B] Risky Business, Lower","7","17","https://www.roblox.com/catalog/123793496627229","https://www.roblox.com/catalog/89458558030916"
"15843731","Beneventi's","crop of the","116995448870737","[B] Crop of The Top, Upper","12","127081720626825","[B] Crop of The Top, Lower","7","19","https://www.roblox.com/catalog/116995448870737","https://www.roblox.com/catalog/127081720626825"
"15843731","Beneventi's","blue trenchcoat","126227487086372","[B] Blue Trenchcoat, Upper","10","81192624331870","[B] Blue Trenchcoat, Lower","7","17","https://www.roblox.com/catalog/126227487086372","https://www.roblox.com/catalog/81192624331870"
"15843731","Beneventi's","thomas","16962491969","[Emporio Armani] Thomas, Upper","10","16962497221","[Emporio Armani] Thomas, Lower","7","17","https://www.roblox.com/catalog/16962491969","https://www.roblox.com/catalog/16962497221"
"15843731","Beneventi's","giuseppe","16576786323","[Emporio Armani] Giuseppe, Upper","10","16576789826","[Emporio Armani] Giuseppe, Lower","7","17","https://www.roblox.com/catalog/16576786323","https://www.roblox.com/catalog/16576789826"
"15843731","Beneventi's","giuseppe","16576786323","[Emporio Armani] Giuseppe, Upper","10","16882423956","[Emporio Armani] Giuseppe, Lower","7","17","https://www.roblox.com/catalog/16576786323","https://www.roblox.com/catalog/16882423956"
"15843731","Beneventi's","giuseppe","16882419906","[Emporio Armani] Giuseppe, Upper","10","16576789826","[Emporio Armani] Giuseppe, Lower","7","17","https://www.roblox.com/catalog/16882419906","https://www.roblox.com/catalog/16576789826"
"15843731","Beneventi's","giuseppe","16882419906","[Emporio Armani] Giuseppe, Upper","10","16882423956","[Emporio Armani] Giuseppe, Lower","7","17","https://www.roblox.com/catalog/16882419906","https://www.roblox.com/catalog/16882423956"
"15843731","Beneventi's","spreza","133250286437717","[Emporio Armani] Spreza, Upper","10","109902314687980","[Emporio Armani] Spreza, Lower","7","17","https://www.roblox.com/catalog/133250286437717","https://www.roblox.com/catalog/109902314687980"
"15843731","Beneventi's","vercetti","17103733434","[Emporio Armani] Vercetti, Upper","10","17103738384","[Emporio Armani] Vercetti, Lower","7","17","https://www.roblox.com/catalog/17103733434","https://www.roblox.com/catalog/17103738384"
"15843731","Beneventi's","dustyn","17614251962","[Emporio Armani] Dustyn, Upper","10","17614257044","[Emporio Armani] Dustyn, Lower","7","17","https://www.roblox.com/catalog/17614251962","https://www.roblox.com/catalog/17614257044"
"15843731","Beneventi's","roger","17303647503","[Emporio Armani] Roger, Upper","10","17303654645","[Emporio Armani] Roger, Lower","7","17","https://www.roblox.com/catalog/17303647503","https://www.roblox.com/catalog/17303654645"
"15843731","Beneventi's","the don","17368798739","[Emporio Armani] ""The Don"" , Upper","10","17368805216","[Emporio Armani] ""The Don"" , Lower","7","17","https://www.roblox.com/catalog/17368798739","https://www.roblox.com/catalog/17368805216"
"15843731","Beneventi's","lemon face","17220507820","[Emporio Armani] Lemon Face, Upper","10","17220515887","[Emporio Armani] Lemon Face, Lower","7","17","https://www.roblox.com/catalog/17220507820","https://www.roblox.com/catalog/17220515887"
"15843731","Beneventi's","casino hitman","17104040184","[EA7] Casino Hitman, Upper","7","17135225670","[EA7] Casino Hitman, Lower","7","14","https://www.roblox.com/catalog/17104040184","https://www.roblox.com/catalog/17135225670"
