"id","thumbnailUrl","color1","color1Cov","color2","color2Cov","color3","color3Cov","error","source"
"340927510","https://tr.rbxcdn.com/180DAY-eedc0f389f23c1b88c1cd2392dc4dbfc/420/420/Shirt/Png/noFilter","#151721","0.7823","#82817F","0.1324","#5F5E5A","0.0502",,"roblox-cdn-thumbnail"
"341231767","https://tr.rbxcdn.com/180DAY-60991bfa433298fa90bf39c1f2cfce30/420/420/Shirt/Png/noFilter","#0F1218","0.7348","#84827F","0.1273","#451414","0.0758",,"roblox-cdn-thumbnail"
"341250159","https://tr.rbxcdn.com/180DAY-5fd308feef997715343080bfa7ee8298/420/420/Shirt/Png/noFilter","#141414","0.8155","#84837F","0.1189","#65615A","0.0274",,"roblox-cdn-thumbnail"
"341250575","https://tr.rbxcdn.com/180DAY-1b60961985fd7691303f01874e8def23/420/420/Shirt/Png/noFilter","#7E7E7E","0.9344","#5C5A58","0.0532","#E9E8E4","0.0124",,"roblox-cdn-thumbnail"
"341263488","https://tr.rbxcdn.com/180DAY-626a7e498797e18f7af10db72b5273a1/420/420/Shirt/Png/noFilter","#381D1D","0.726","#84817C","0.1385","#796F4D","0.0944",,"roblox-cdn-thumbnail"
"341727520","https://tr.rbxcdn.com/180DAY-1075496d65e6594af2493a7349b64bb2/420/420/Shirt/Png/noFilter","#878E77","0.6941","#696B4F","0.1941","#8A7C3A","0.0404",,"roblox-cdn-thumbnail"
"341741094","https://tr.rbxcdn.com/180DAY-7b392fa6d74f350b30b9355f75d66ec9/420/420/Shirt/Png/noFilter","#1F1F1F","0.8037","#81807C","0.1385","#504C48","0.0441",,"roblox-cdn-thumbnail"
"342178380","https://tr.rbxcdn.com/180DAY-0db67dc21b3d63c98025e52b6d655430/420/420/Shirt/Png/noFilter","#181818","0.7731","#848381","0.1362","#3D3D3D","0.0575",,"roblox-cdn-thumbnail"
"342431373","https://tr.rbxcdn.com/180DAY-1b132fa6da60c85a44ae79d9d4467ab9/420/420/Shirt/Png/noFilter","#221212","0.8146","#848380","0.1155","#5E5B57","0.0395",,"roblox-cdn-thumbnail"
"342776570","https://tr.rbxcdn.com/180DAY-d03e39003076e3379824edd0072fa742/420/420/Shirt/Png/noFilter","#8E8978","0.3419","#268C70","0.2645","#51806E","0.1323",,"roblox-cdn-thumbnail"
"343014534","https://tr.rbxcdn.com/180DAY-affea95ba4e74d5446a13720ed71adcd/420/420/Shirt/Png/noFilter","#9AA3AC","0.4382","#7C7F85","0.4311","#636264","0.0636",,"roblox-cdn-thumbnail"
"343016596","https://tr.rbxcdn.com/180DAY-e561c3acc376b98900a0c7f7a0370a62/420/420/Shirt/Png/noFilter","#171717","0.7872","#838280","0.1292","#3C3C3C","0.0532",,"roblox-cdn-thumbnail"
"343290953","https://tr.rbxcdn.com/180DAY-c70b70b4267af4def3dddb322cb0f94c/420/420/Shirt/Png/noFilter","#121426","0.7951","#83837E","0.1244","#595455","0.0455",,"roblox-cdn-thumbnail"
"343303460","https://tr.rbxcdn.com/180DAY-15f7c96af243c1ff4cb8f19d1c857b3a/420/420/Shirt/Png/noFilter","#14232B","0.7361","#838380","0.1528","#6B6956","0.0648",,"roblox-cdn-thumbnail"
"343311756","https://tr.rbxcdn.com/180DAY-0e6e1c2ca3696e6e9425e89d72dab5fa/420/420/Shirt/Png/noFilter","#1B1B1B","0.8085","#82807D","0.1109","#625F5C","0.0365",,"roblox-cdn-thumbnail"
"343369229","https://tr.rbxcdn.com/180DAY-784a5a020fa2ca2c494ca02c9e73764a/420/420/Shirt/Png/noFilter","#84796B","0.819","#AB9F8E","0.0644","#661816","0.0629",,"roblox-cdn-thumbnail"
"343707690","https://tr.rbxcdn.com/180DAY-1371da18a02a65b8223ab513638a47f9/420/420/Shirt/Png/noFilter","#303846","0.7729","#828281","0.154","#575B62","0.061",,"roblox-cdn-thumbnail"
"343890062","https://tr.rbxcdn.com/180DAY-d194c82f8e32f8547763d1ae07fd08ce/420/420/Shirt/Png/noFilter","#878382","0.5654","#735C59","0.2155","#642423","0.0742",,"roblox-cdn-thumbnail"
"343980540","https://tr.rbxcdn.com/180DAY-23cbe6cc33c24ccf9621a89d722b01b1/420/420/Shirt/Png/noFilter","#646464","0.7588","#444442","0.1069","#878684","0.0916",,"roblox-cdn-thumbnail"
"343999295","https://tr.rbxcdn.com/180DAY-49d0aae67a4c06c7d896f947b1c1e9c1/420/420/Shirt/Png/noFilter","#AF8425","0.5851","#85827D","0.1201","#86621D","0.1201",,"roblox-cdn-thumbnail"
"344182988","https://tr.rbxcdn.com/180DAY-089d56d23fcbd1e34804704056e1bc25/420/420/Shirt/Png/noFilter","#1F1F1F","0.5234","#363636","0.3288","#82827F","0.1116",,"roblox-cdn-thumbnail"
"344342664","https://tr.rbxcdn.com/180DAY-fecf1e8931639859a720a87a4b2ed5c2/420/420/Shirt/Png/noFilter","#B6B2A3","0.5397","#88877E","0.3096","#575753","0.0596",,"roblox-cdn-thumbnail"
"344493546","https://tr.rbxcdn.com/180DAY-0dbfd4c1e9ff7b48f7aa7cffe54054ca/420/420/Shirt/Png/noFilter","#27201C","0.7568","#84837F","0.1126","#4E4835","0.0721",,"roblox-cdn-thumbnail"
"344576477","https://tr.rbxcdn.com/180DAY-cd9ee116c66fa2f60e0e86ac85dd1c23/420/420/Shirt/Png/noFilter","#2E2E3E","0.7783","#848381","0.1595","#515157","0.0335",,"roblox-cdn-thumbnail"
"344742731","https://tr.rbxcdn.com/180DAY-f10f9dca27fca8bd3f02a104763069e3/420/420/Shirt/Png/noFilter","#56493E","0.8154","#827F7A","0.1331","#72645A","0.0333",,"roblox-cdn-thumbnail"
"344764693","https://tr.rbxcdn.com/180DAY-3458b0066d03af2a2e80932fe7535a8e/420/420/Shirt/Png/noFilter","#444545","0.7791","#81807D","0.1059","#252627","0.0756",,"roblox-cdn-thumbnail"
"344913756","https://tr.rbxcdn.com/180DAY-bb403e9f485ef4cf1997c114f0990ced/420/420/Shirt/Png/noFilter","#889B9B","0.5419","#727E7E","0.3591","#B1CFCF","0.0436",,"roblox-cdn-thumbnail"
"345163636","https://tr.rbxcdn.com/180DAY-541347a7639ba6aafb66adb7d2e82596/420/420/Shirt/Png/noFilter","#1F8F8F","0.6563","#818381","0.1485","#216767","0.0708",,"roblox-cdn-thumbnail"
"345174359","https://tr.rbxcdn.com/180DAY-ad97e76b737ca14e964845c2279b7b29/420/420/Shirt/Png/noFilter","#85847F","0.7029","#635D57","0.0962","#4A3F3A","0.0879",,"roblox-cdn-thumbnail"
"345190665","https://tr.rbxcdn.com/180DAY-eb5bfcc1a5c7a4c25f61467ee55eae26/420/420/Shirt/Png/noFilter","#7E8283","0.8843","#E8E7E5","0.0702","#4E5152","0.0289",,"roblox-cdn-thumbnail"
"345199239","https://tr.rbxcdn.com/180DAY-1d001379f7585cfa8b05a5c1440e776a/420/420/Shirt/Png/noFilter","#171717","0.733","#867E7E","0.1584","#483A3C","0.0452",,"roblox-cdn-thumbnail"
"345219780","https://tr.rbxcdn.com/180DAY-36f6375de87c8c1fa735576e84b4096a/420/420/Shirt/Png/noFilter","#818283","0.7842","#585D76","0.1162","#EBEAE9","0.0871",,"roblox-cdn-thumbnail"
"345302154","https://tr.rbxcdn.com/180DAY-373c2bd2099c78510eeb6bb59c5d6414/420/420/Shirt/Png/noFilter","#151515","0.7964","#83827F","0.1353","#3D3D3D","0.0304",,"roblox-cdn-thumbnail"
"345306422","https://tr.rbxcdn.com/180DAY-3b10dd04efdfa65c102a1714ea6895c6/420/420/Shirt/Png/noFilter","#181918","0.7309","#81827F","0.126","#5C5E5E","0.0591",,"roblox-cdn-thumbnail"
"345306566","https://tr.rbxcdn.com/180DAY-43f5decde2881043ea5aee3bdede364d/420/420/Pants/Png/noFilter","#0B5238","0.4573","#858582","0.256","#161C19","0.1331",,"roblox-cdn-thumbnail"
"345322296","https://tr.rbxcdn.com/180DAY-14a33e1604117065d6fa6d1c99ec8156/420/420/Shirt/Png/noFilter","#221F3B","0.743","#828282","0.1838","#595658","0.0576",,"roblox-cdn-thumbnail"
"345356299","https://tr.rbxcdn.com/180DAY-02092ca4206c58e7066b81d861aeba6f/420/420/Shirt/Png/noFilter","#1B1B1B","0.755","#838380","0.1271","#403F3E","0.0704",,"roblox-cdn-thumbnail"
"345840007","https://tr.rbxcdn.com/180DAY-0d711ef592bb18297e1f7e0761c0d76f/420/420/Pants/Png/noFilter","#323332","0.5533","#848481","0.2509","#E8E7E2","0.1168",,"roblox-cdn-thumbnail"
"345922449","https://tr.rbxcdn.com/180DAY-bcf458c9a6887203872fe2cad6418129/420/420/Shirt/Png/noFilter","#141414","0.8012","#83827F","0.1305","#424440","0.0319",,"roblox-cdn-thumbnail"
"345947427","https://tr.rbxcdn.com/180DAY-2aea60f01917c9c17ce2acf810225e24/420/420/Shirt/Png/noFilter","#171717","0.7252","#818081","0.1396","#43444C","0.1141",,"roblox-cdn-thumbnail"
"345956197","https://tr.rbxcdn.com/180DAY-e13d1412a0f75657e6cff521fb52fada/420/420/Shirt/Png/noFilter","#161515","0.8391","#848380","0.1038","#62605D","0.0271",,"roblox-cdn-thumbnail"
"345964050","https://tr.rbxcdn.com/180DAY-45b51f8e3811c49c3da3b65bbc38c06c/420/420/Shirt/Png/noFilter","#343434","0.8272","#7F7E7B","0.1391","#5A5655","0.0229",,"roblox-cdn-thumbnail"
"346110502","https://tr.rbxcdn.com/180DAY-474e8caae984277ab650475e2301c133/420/420/Shirt/Png/noFilter","#121212","0.8088","#83827F","0.1259","#4B4746","0.041",,"roblox-cdn-thumbnail"
"346214031","https://tr.rbxcdn.com/180DAY-749476a61c50818a8096e52e605e4c2c/420/420/Shirt/Png/noFilter","#1A1B25","0.7887","#7E7E7C","0.1394","#4F494C","0.0429",,"roblox-cdn-thumbnail"
"346323291","https://tr.rbxcdn.com/180DAY-39b87a4ec9dd559cade551a216c8a6c4/420/420/Shirt/Png/noFilter","#45382A","0.5603","#655948","0.1952","#82817B","0.1905",,"roblox-cdn-thumbnail"
"346354430","https://tr.rbxcdn.com/180DAY-f7b90bba6f3a2de3382887f344491d9b/420/420/Shirt/Png/noFilter","#101010","0.8346","#838280","0.1068","#5B5A58","0.0346",,"roblox-cdn-thumbnail"
"346354632","https://tr.rbxcdn.com/180DAY-e1d02125e6800e9b958ab448a55ecbc0/420/420/Shirt/Png/noFilter","#151313","0.8371","#838380","0.1071","#62615F","0.0256",,"roblox-cdn-thumbnail"
"346714051","https://tr.rbxcdn.com/180DAY-48f5d02309aa392d04332a731148672b/420/420/Shirt/Png/noFilter","#191E24","0.7439","#808685","0.1856","#585B5C","0.0399",,"roblox-cdn-thumbnail"
"347123388","https://tr.rbxcdn.com/180DAY-b8c47c26699caf6da9340ba272ffe373/420/420/Shirt/Png/noFilter","#748C76","0.7183","#576857","0.1316","#2A3029","0.1022",,"roblox-cdn-thumbnail"
"347165452","https://tr.rbxcdn.com/180DAY-75ccac9950e427efde231502b531ce71/420/420/Shirt/Png/noFilter","#B2AB90","0.541","#8C8877","0.3602","#676257","0.0334",,"roblox-cdn-thumbnail"
"347356075","https://tr.rbxcdn.com/180DAY-88db9c411b261ba4dab333d9380988d7/420/420/Shirt/Png/noFilter","#575756","0.7551","#7F7F7E","0.1654","#2D2D2D","0.0686",,"roblox-cdn-thumbnail"
"347377418","https://tr.rbxcdn.com/180DAY-a58161d65fa62334377910efcb9dfb09/420/420/Shirt/Png/noFilter","#2C3256","0.7394","#82807C","0.1777","#535766","0.0643",,"roblox-cdn-thumbnail"
"348226908","https://tr.rbxcdn.com/180DAY-4af179e1defbd0a6a0c72d39689c4ab5/420/420/Pants/Png/noFilter","#191D22","0.6678","#828281","0.1705","#514F54","0.1002",,"roblox-cdn-thumbnail"
"348320359","https://tr.rbxcdn.com/180DAY-9e95eb433444212433920a775d75120f/420/420/Shirt/Png/noFilter","#666785","0.6744","#8D8A78","0.1761","#5C5C57","0.0781",,"roblox-cdn-thumbnail"
"348870793","https://tr.rbxcdn.com/180DAY-0bc1447c31d177e85e3c397cc9e468ff/420/420/Shirt/Png/noFilter","#858582","0.5324","#302C38","0.2423","#5B5A5E","0.157",,"roblox-cdn-thumbnail"
"348871024","https://tr.rbxcdn.com/180DAY-daec25edf2db65b59e28737419057ebc/420/420/Shirt/Png/noFilter","#848480","0.6278","#926831","0.1262","#615C56","0.0971",,"roblox-cdn-thumbnail"
"349302088","https://tr.rbxcdn.com/180DAY-ebce291f10b2540c92db0d320711cd11/420/420/Shirt/Png/noFilter","#65636C","0.4498","#171414","0.2967","#424046","0.1292",,"roblox-cdn-thumbnail"
"353223220","https://tr.rbxcdn.com/180DAY-5ae9eebd56e1c6f870d4feba7afe21a3/420/420/Shirt/Png/noFilter","#122288","0.3925","#0F164B","0.314","#81807F","0.1287",,"roblox-cdn-thumbnail"
"353224447","https://tr.rbxcdn.com/180DAY-145103ab44a1eabbd46c9946bb7876b3/420/420/Shirt/Png/noFilter","#AB0F0F","0.385","#750E0E","0.2535","#83807E","0.1283",,"roblox-cdn-thumbnail"
"353224768","https://tr.rbxcdn.com/180DAY-b98f00455dc2dde91cc07e22f481ee3b/420/420/Shirt/Png/noFilter","#186930","0.6546","#81827F","0.1287","#142117","0.1052",,"roblox-cdn-thumbnail"
"353225408","https://tr.rbxcdn.com/180DAY-48a19966dd6a595660a62fd31baa058f/420/420/Shirt/Png/noFilter","#232323","0.7473","#7D7D7A","0.1523","#525250","0.0895",,"roblox-cdn-thumbnail"
"356307906","https://tr.rbxcdn.com/180DAY-6a24e0627625ad37ea223661dfab3fc1/420/420/Shirt/Png/noFilter","#AE4747","0.6195","#897B79","0.1624","#803D3C","0.1383",,"roblox-cdn-thumbnail"
"356309956","https://tr.rbxcdn.com/180DAY-62e5a781423b8dbe1ca3c24e3ec548b7/420/420/Shirt/Png/noFilter","#848381","0.6473","#655858","0.16","#592828","0.1236",,"roblox-cdn-thumbnail"
"356410876","https://tr.rbxcdn.com/180DAY-245c34ce97fe64254b4ac0c3093459ee/420/420/Shirt/Png/noFilter","#7E8381","0.8743","#64645A","0.0914","#DDE3E1","0.0343",,"roblox-cdn-thumbnail"
"356942701","https://tr.rbxcdn.com/180DAY-3f30c9256353c43edfbcf9b24673e993/420/420/Shirt/Png/noFilter","#3A3939","0.8065","#83817E","0.1321","#5D5958","0.0476",,"roblox-cdn-thumbnail"
"356987700","https://tr.rbxcdn.com/180DAY-8e3468ab87300af8bd03b0227d51e61a/420/420/Shirt/Png/noFilter","#181818","0.7841","#84827F","0.1378","#605E5A","0.0429",,"roblox-cdn-thumbnail"
"356988128","https://tr.rbxcdn.com/180DAY-fe0ab20300e486468426eaba7dfc9c32/420/420/Shirt/Png/noFilter","#868681","0.6562","#6A655E","0.1367","#493A37","0.1016",,"roblox-cdn-thumbnail"
"356988978","https://tr.rbxcdn.com/180DAY-1e80f36821187c2b5f1d7cd956d55971/420/420/Shirt/Png/noFilter","#414141","0.8171","#83837F","0.1442","#666564","0.0279",,"roblox-cdn-thumbnail"
"356989371","https://tr.rbxcdn.com/180DAY-ba3410c9c50a32aed5d63955e7a224f4/420/420/Shirt/Png/noFilter","#333942","0.7957","#83827E","0.144","#5B5D60","0.0495",,"roblox-cdn-thumbnail"
"357424093","https://tr.rbxcdn.com/180DAY-b3de3bd63f327b9ef831ce0e84c6036c/420/420/Shirt/Png/noFilter","#222222","0.7436","#82817F","0.1481","#4B4B4B","0.0844",,"roblox-cdn-thumbnail"
"357652620","https://tr.rbxcdn.com/180DAY-cfdd2016e531a84911f189c60c069b87/420/420/Shirt/Png/noFilter","#111924","0.8087","#818280","0.1175","#353F4B","0.0407",,"roblox-cdn-thumbnail"
"358005798","https://tr.rbxcdn.com/180DAY-906611e25d6159a8abafe3a8e93a8103/420/420/Shirt/Png/noFilter","#9E8C40","0.6205","#716232","0.1566","#81817B","0.1265",,"roblox-cdn-thumbnail"
"358301031","https://tr.rbxcdn.com/180DAY-03b020f1eb66b7a5121dd8491ab023c7/420/420/Shirt/Png/noFilter","#BA490E","0.3165","#131211","0.3165","#848380","0.1131",,"roblox-cdn-thumbnail"
"358301075","https://tr.rbxcdn.com/180DAY-6271576a7a3ff5b886c4d3e720934950/420/420/Shirt/Png/noFilter","#181730","0.6875","#848482","0.2207","#5A5A60","0.0547",,"roblox-cdn-thumbnail"
"359694290","https://tr.rbxcdn.com/180DAY-8196e87ab35c2457a30cb7f38ffb9ddd/420/420/Shirt/Png/noFilter","#404C57","0.5726","#7F8383","0.2584","#202223","0.1014",,"roblox-cdn-thumbnail"
"359884022","https://tr.rbxcdn.com/180DAY-54ee75eaee0f91d332fbd3cc5cbf40fc/420/420/Shirt/Png/noFilter","#862331","0.2907","#8A8083","0.2697","#B39EA6","0.2364",,"roblox-cdn-thumbnail"
"359912170","https://tr.rbxcdn.com/180DAY-8692de0d82aa76d1cc60d8bf701181b4/420/420/Shirt/Png/noFilter","#211414","0.7806","#85847F","0.1288","#6E6659","0.0461",,"roblox-cdn-thumbnail"
"360030826","https://tr.rbxcdn.com/180DAY-322195a9d86380fc95e22a2d1dd6c089/420/420/Shirt/Png/noFilter","#1F1B19","0.8331","#83827F","0.1083","#61605E","0.0271",,"roblox-cdn-thumbnail"
"360041758","https://tr.rbxcdn.com/180DAY-d28f851a1a4a7825e1126451326289a6/420/420/Shirt/Png/noFilter","#2D2928","0.8331","#80807D","0.1305","#52504F","0.0258",,"roblox-cdn-thumbnail"
"360052998","https://tr.rbxcdn.com/180DAY-490d7342faeda52bec9bb8691ce86bc0/420/420/Shirt/Png/noFilter","#88718A","0.6514","#6B586D","0.2431","#332D30","0.0489",,"roblox-cdn-thumbnail"
"360056152","https://tr.rbxcdn.com/180DAY-56046239bcea82cf25ed971de7ad0ad9/420/420/Pants/Png/noFilter","#261111","0.5619","#858481","0.2732","#E8E7E2","0.0876",,"roblox-cdn-thumbnail"
"360056909","https://tr.rbxcdn.com/180DAY-700cbc384aff644e9159d1eb863a0b41/420/420/Shirt/Png/noFilter","#878683","0.7164","#E8E7E2","0.2537","#5C5C5A","0.0299",,"roblox-cdn-thumbnail"
"360644746","https://tr.rbxcdn.com/180DAY-30318fd0df18cf15275dc81fb230e137/420/420/Shirt/Png/noFilter","#262626","0.8185","#82817E","0.1256","#575756","0.0424",,"roblox-cdn-thumbnail"
"360647555","https://tr.rbxcdn.com/180DAY-03e99ccd0dcd60e022ff2a3245eb8b23/420/420/Shirt/Png/noFilter","#572D3E","0.7778","#7F7B7A","0.1682","#6C4E5B","0.0417",,"roblox-cdn-thumbnail"
"360650221","https://tr.rbxcdn.com/180DAY-1fda1bc0869a73ac913946fbdf437aaa/420/420/Shirt/Png/noFilter","#848484","0.7721","#676767","0.1918","#544443","0.0164",,"roblox-cdn-thumbnail"
"360657627","https://tr.rbxcdn.com/180DAY-1d4a7e87ce26bc79b702beea20a07583/420/420/Shirt/Png/noFilter","#181920","0.7298","#848482","0.163","#5E5D5D","0.073",,"roblox-cdn-thumbnail"
"363946592","https://tr.rbxcdn.com/180DAY-9d67f72b094c95c1081b2c2aa70283ee/420/420/Shirt/Png/noFilter","#1D1D1D","0.7169","#838280","0.1735","#404342","0.0687",,"roblox-cdn-thumbnail"
"363947983","https://tr.rbxcdn.com/180DAY-440ac21efe9660a3b890708dd37b3fab/420/420/Shirt/Png/noFilter","#681311","0.4594","#141111","0.3292","#858380","0.1149",,"roblox-cdn-thumbnail"
"363948051","https://tr.rbxcdn.com/180DAY-b440c9dc025b91fd326bdc7e1c6ba336/420/420/Shirt/Png/noFilter","#222222","0.7044","#848482","0.2063","#595959","0.0754",,"roblox-cdn-thumbnail"
"364417610","https://tr.rbxcdn.com/180DAY-5b7ef83cce9de33fda345d8caab93d3c/420/420/Shirt/Png/noFilter","#1E1E1E","0.7541","#83837F","0.1237","#41403D","0.0452",,"roblox-cdn-thumbnail"
"364438228","https://tr.rbxcdn.com/180DAY-b162855e34b468a3a1c724dcf1d78081/420/420/Shirt/Png/noFilter","#181818","0.7703","#858380","0.1485","#41403D","0.0383",,"roblox-cdn-thumbnail"
"364460504","https://tr.rbxcdn.com/180DAY-a1d98e24d42f66a131696f27b80369fb/420/420/Shirt/Png/noFilter","#93788B","0.4474","#171717","0.2724","#7B5D71","0.178",,"roblox-cdn-thumbnail"
"364488489","https://tr.rbxcdn.com/180DAY-ea4113fcbbe0e8ec1ae6d57fcf523f85/420/420/Shirt/Png/noFilter","#6A1919","0.75","#857E7C","0.1577","#6E4644","0.0503",,"roblox-cdn-thumbnail"
"367562780","https://tr.rbxcdn.com/180DAY-d103124c8d504b08f8578752b343a4b5/420/420/Shirt/Png/noFilter","#838482","0.6275","#5C6568","0.1653","#39627C","0.1008",,"roblox-cdn-thumbnail"
"368296873","https://tr.rbxcdn.com/180DAY-5d542d3dcbb6d72a2b0b5856bd3b751f/420/420/Shirt/Png/noFilter","#AB5B6C","0.3776","#7A4A50","0.271","#85807B","0.2224",,"roblox-cdn-thumbnail"
"368302923","https://tr.rbxcdn.com/180DAY-ce51a2e7e2ce7a4081e9ef07f1039c4d/420/420/Shirt/Png/noFilter","#5CB5B5","0.4184","#7B7D7E","0.2758","#4E8C8E","0.1445",,"roblox-cdn-thumbnail"
"368306027","https://tr.rbxcdn.com/180DAY-b357c1602b27ec75b54b24b146eb3a1e/420/420/Shirt/Png/noFilter","#5CB5B6","0.3725","#828580","0.2","#4D8D91","0.1541",,"roblox-cdn-thumbnail"
"368312555","https://tr.rbxcdn.com/180DAY-9ab9dec272112cbe13f0db76dc70c793/420/420/Shirt/Png/noFilter","#AE596C","0.5201","#847F7D","0.1886","#795250","0.1758",,"roblox-cdn-thumbnail"
"371935179","https://tr.rbxcdn.com/180DAY-48ba6c8ac1c2da9c1b3bc11ee241b667/420/420/Shirt/Png/noFilter","#171717","0.7403","#848381","0.1617","#555451","0.0762",,"roblox-cdn-thumbnail"
"372020526","https://tr.rbxcdn.com/180DAY-b222696cc968b47633bfcdcf035a1560/420/420/Shirt/Png/noFilter","#3C3F55","0.7381","#82807E","0.1217","#261A1D","0.0971",,"roblox-cdn-thumbnail"
"372020838","https://tr.rbxcdn.com/180DAY-359d5fde09369a74f7c4987f2857b331/420/420/Pants/Png/noFilter","#828382","0.5361","#444655","0.2165","#E8E7E2","0.1753",,"roblox-cdn-thumbnail"
"373358080","https://tr.rbxcdn.com/180DAY-567e94dd539653a4590ec5f5c62f3274/420/420/Pants/Png/noFilter","#202020","0.5925","#858481","0.2534","#E8E7E2","0.1164",,"roblox-cdn-thumbnail"
"374971661","https://tr.rbxcdn.com/180DAY-e4d224a94d1f9720c12e669a94444dd2/420/420/Shirt/Png/noFilter","#4D4643","0.3103","#23252F","0.305","#83837C","0.1879",,"roblox-cdn-thumbnail"
"374992746","https://tr.rbxcdn.com/180DAY-74a3a4ade86570d4bc0d7d9b5dae523c/420/420/Shirt/Png/noFilter","#161616","0.7819","#838380","0.126","#464645","0.0598",,"roblox-cdn-thumbnail"
"376644854","https://tr.rbxcdn.com/180DAY-30648ef3a74e6504ffd368dc6e70841f/420/420/Shirt/Png/noFilter","#3C3C3C","0.545","#848382","0.2626","#60605F","0.1405",,"roblox-cdn-thumbnail"
"378096609","https://tr.rbxcdn.com/180DAY-fa8e1b6cf56d69b8ba13ed417da4b825/420/420/Shirt/Png/noFilter","#86817C","0.6792","#6A565C","0.1965","#D0CBBE","0.0636",,"roblox-cdn-thumbnail"
"378238225","https://tr.rbxcdn.com/180DAY-73c7050b70bfb7c677b9da45bb4b4a46/420/420/Shirt/Png/noFilter","#7A7771","0.7524","#201F1E","0.1166","#5C5853","0.0942",,"roblox-cdn-thumbnail"
"378254657","https://tr.rbxcdn.com/180DAY-55d6ce4ff78171ee638cebfec4ae919c/420/420/Shirt/Png/noFilter","#676766","0.832","#888786","0.0998","#494949","0.0571",,"roblox-cdn-thumbnail"
"378266382","https://tr.rbxcdn.com/180DAY-e0ba9888f6ba52f016cc3bd944c6da48/420/420/Shirt/Png/noFilter","#382D26","0.8113","#82807D","0.1309","#5A4F48","0.035",,"roblox-cdn-thumbnail"
"378696269","https://tr.rbxcdn.com/180DAY-40b19a207bfc4434c8f1266e7641f139/420/420/Shirt/Png/noFilter","#181717","0.7771","#81807E","0.113","#595958","0.0768",,"roblox-cdn-thumbnail"
"379233609","https://tr.rbxcdn.com/180DAY-8beaffbc49b097081d2defbf6c001213/420/420/Shirt/Png/noFilter","#171717","0.8075","#848381","0.1068","#483131","0.0466",,"roblox-cdn-thumbnail"
"379238275","https://tr.rbxcdn.com/180DAY-7cf35205892b149d615a8b35f3fade00/420/420/Shirt/Png/noFilter","#858382","0.6547","#695552","0.1435","#632525","0.1211",,"roblox-cdn-thumbnail"
"379251641","https://tr.rbxcdn.com/180DAY-245b18ec0aabe7b50ce1265748b3e754/420/420/Shirt/Png/noFilter","#231614","0.7669","#84827C","0.1293","#5C554D","0.0767",,"roblox-cdn-thumbnail"
"380602543","https://tr.rbxcdn.com/180DAY-b87af17b9aad8411639525c7a7bb7a03/420/420/Shirt/Png/noFilter","#B90E8A","0.6274","#8A8184","0.1369","#F41ABB","0.0555",,"roblox-cdn-thumbnail"
"382950048","https://tr.rbxcdn.com/180DAY-bfeaace08494bf96f7d16b3368a0a2c9/420/420/Shirt/Png/noFilter","#242D24","0.7725","#82827E","0.146","#575F55","0.056",,"roblox-cdn-thumbnail"
"385565858","https://tr.rbxcdn.com/180DAY-1f6b4a64b28d502b3d0bfdb411eb99bb/420/420/Shirt/Png/noFilter","#1D1D1D","0.7936","#82827F","0.1214","#5F5F5E","0.0379",,"roblox-cdn-thumbnail"
"385566363","https://tr.rbxcdn.com/180DAY-00181234bbddb2eb82ada001e96f843a/420/420/Shirt/Png/noFilter","#7E7E7D","0.9149","#675F50","0.0603","#EAE8E4","0.0248",,"roblox-cdn-thumbnail"
"385843701","https://tr.rbxcdn.com/180DAY-cea639bf126bb13da37b1a282797e3b3/420/420/Shirt/Png/noFilter","#3D3D3D","0.7546","#81807F","0.1357","#5B5A59","0.0732",,"roblox-cdn-thumbnail"
"385869802","https://tr.rbxcdn.com/180DAY-ec20869db4f0e47e3234134a70d9928c/420/420/Shirt/Png/noFilter","#121118","0.7753","#82807E","0.1161","#453C3C","0.0633",,"roblox-cdn-thumbnail"
"385910415","https://tr.rbxcdn.com/180DAY-034df9a4c082b87f474adc9568c1abf8/420/420/Shirt/Png/noFilter","#342C29","0.7423","#7F7E7B","0.1564","#564D4C","0.0905",,"roblox-cdn-thumbnail"
"386042296","https://tr.rbxcdn.com/180DAY-03c5743f5d9e1921da1a2001f6f08897/420/420/Shirt/Png/noFilter","#9C9380","0.5518","#787165","0.2612","#534D47","0.136",,"roblox-cdn-thumbnail"
"386047360","https://tr.rbxcdn.com/180DAY-257c24983dc86dd3e5c702a0a8471cbb/420/420/Shirt/Png/noFilter","#56100F","0.8104","#84807C","0.1223","#624945","0.0382",,"roblox-cdn-thumbnail"
"386780899","https://tr.rbxcdn.com/180DAY-0b9d19a00b6593e6bf3bd453ef146936/420/420/Shirt/Png/noFilter","#171717","0.8361","#848380","0.1068","#5D5B5A","0.0346",,"roblox-cdn-thumbnail"
"386809934","https://tr.rbxcdn.com/180DAY-5c43339b1d9f8c8a14e7b2cf61226c45/420/420/Shirt/Png/noFilter","#A0B1A9","0.4319","#7E8782","0.4247","#6D6858","0.0526",,"roblox-cdn-thumbnail"
"387280837","https://tr.rbxcdn.com/180DAY-680852a78e2073636372981dce644283/420/420/Shirt/Png/noFilter","#0F131B","0.8116","#7F7E7C","0.1322","#444648","0.035",,"roblox-cdn-thumbnail"
